channelGrouping;date;fullVisitorId;visitNumber;visitStartTime;browser;operatingSystem;isMobile;city;source;hits;pageviews;newVisits;transactionRevenue;year;month;quarterMonth;day;weekday;hour;Classifier
4;317;3441441402463435859;2;10893;5;1;True;79;23;1;1;False;0.0;2017;6;2;14;2;1;0
4;282;2495721906341526612;1;9820;5;9;False;236;23;10;5;True;0.0;2017;5;2;10;2;0;0
4;282;4027170893147369495;1;9822;18;11;True;295;23;4;4;True;0.0;2017;5;2;10;2;4;0
4;282;9232665865603836982;1;9817;18;6;False;295;23;5;5;True;0.0;2017;5;2;10;2;22;0
4;282;928474375872129423;1;9789;5;9;False;112;23;11;11;True;0.0;2017;5;2;10;2;8;0
4;282;5014177392945129956;3;9793;5;9;False;295;23;38;26;False;0.0;2017;5;2;10;2;9;0
6;282;4864573454619458422;1;9815;5;5;False;162;48;4;4;True;0.0;2017;5;2;10;2;21;0
2;282;6228787051992260170;1;9813;5;6;False;172;0;5;4;True;0.0;2017;5;2;10;2;20;0
4;282;9816808645521436335;1;9811;5;9;False;295;23;7;4;True;0.0;2017;5;2;10;2;19;0
4;282;3374744520871590028;1;9809;18;11;True;295;23;13;13;True;0.0;2017;5;2;10;2;18;0
4;282;247458144709732208;1;9797;5;9;False;295;23;1;1;True;0.0;2017;5;2;10;2;13;0
4;282;7159304015130212731;1;9805;5;9;False;13;23;1;1;True;0.0;2017;5;2;10;2;17;0
4;282;3186766727178614895;1;9790;5;9;False;295;23;1;1;True;0.0;2017;5;2;10;2;8;0
4;282;907955017489014890;1;9808;19;11;True;25;23;1;1;True;0.0;2017;5;2;10;2;18;0
4;282;6427623206121229809;1;9803;18;6;False;295;23;1;1;True;0.0;2017;5;2;10;2;16;0
4;282;6525088413195278638;1;9801;5;5;False;147;23;1;1;True;0.0;2017;5;2;10;2;15;0
4;282;5014177392945129956;1;9791;5;9;False;295;23;1;1;True;0.0;2017;5;2;10;2;9;0
6;282;2352226470479962348;1;9810;5;6;False;172;48;1;1;True;0.0;2017;5;2;10;2;19;0
6;282;714079371303720924;1;9818;5;5;False;172;48;1;1;True;0.0;2017;5;2;10;2;22;0
5;282;5014177392945129956;2;9792;5;9;False;295;23;1;1;False;0.0;2017;5;2;10;2;9;0
2;282;1164042384824738700;1;9807;5;5;False;295;0;1;1;True;0.0;2017;5;2;10;2;17;0
2;282;9257130716822808381;3;9799;5;9;False;205;0;3;3;False;0.0;2017;5;2;10;2;14;0
4;282;1691826489945169763;1;9798;5;6;False;295;23;3;3;True;0.0;2017;5;2;10;2;14;0
4;282;4645792933724514653;1;9804;5;6;False;295;23;3;3;True;0.0;2017;5;2;10;2;17;0
4;282;6852033827606522091;1;9806;5;6;False;83;23;3;3;True;0.0;2017;5;2;10;2;17;0
4;282;4894930111044693623;1;9814;9;9;False;265;23;3;3;True;0.0;2017;5;2;10;2;20;0
2;282;6228787051992260170;2;9816;5;6;False;172;0;2;2;False;0.0;2017;5;2;10;2;21;0
6;282;2352226470479962348;2;9812;5;6;False;172;48;3;3;False;0.0;2017;5;2;10;2;19;0
7;282;4074619967506019676;1;9800;5;9;False;295;39;1;1;True;0.0;2017;5;2;10;2;14;0
2;282;3634514012661724932;3;9802;5;3;False;204;0;1;1;False;0.0;2017;5;2;10;2;15;0
4;282;9578921450485141884;1;9796;5;1;True;295;23;1;1;True;0.0;2017;5;2;10;2;12;0
4;282;8208876365212541712;1;9821;5;9;False;295;23;1;1;True;0.0;2017;5;2;10;2;0;0
4;282;578255005317401934;1;9819;5;9;False;295;23;1;1;True;0.0;2017;5;2;10;2;0;0
4;282;8078404242647966885;1;9795;5;1;True;295;23;2;2;True;0.0;2017;5;2;10;2;10;0
4;282;6167873755757583297;1;9794;5;9;False;295;23;4;4;True;0.0;2017;5;2;10;2;10;0
4;261;8574820559737131854;1;9198;5;9;False;284;23;7;7;True;0.0;2017;4;2;19;2;0;0
4;261;1069204883375097447;1;9186;5;6;False;295;23;3;3;True;0.0;2017;4;2;19;2;17;0
5;261;941182475969025683;1;9199;5;9;False;275;23;6;6;True;0.0;2017;4;2;19;2;0;0
6;261;3314115670795793867;8;9193;5;6;False;257;21;6;6;False;0.0;2017;4;2;19;2;19;0
6;261;2193846652501139922;1;9188;5;1;True;182;48;13;11;True;0.0;2017;4;2;19;2;17;0
4;261;386892152317571197;1;9182;8;6;False;295;23;1;1;True;0.0;2017;4;2;19;2;14;0
2;261;3519136087454236823;1;9194;5;1;True;0;0;1;1;True;0.0;2017;4;2;19;2;20;0
7;261;2552279245378235025;1;9179;5;9;False;295;75;1;1;True;0.0;2017;4;2;19;2;8;0
4;261;3911572754562930686;1;9183;5;9;False;147;23;1;1;True;0.0;2017;4;2;19;2;14;0
7;261;5994530477812539627;1;9195;12;0;False;295;75;1;1;True;0.0;2017;4;2;19;2;20;0
4;261;7458606342918655746;1;9196;18;6;False;236;23;1;1;True;0.0;2017;4;2;19;2;22;0
4;261;6066642853901068863;1;9202;5;9;False;181;23;1;1;True;0.0;2017;4;2;19;2;4;0
6;261;9793021955114876880;1;9200;5;9;False;295;60;1;1;True;0.0;2017;4;2;19;2;2;0
4;261;1998714509402959100;1;9190;8;9;False;295;23;1;1;True;0.0;2017;4;2;19;2;18;0
1;261;6706397727113648177;1;9184;3;1;True;295;3;1;1;True;0.0;2017;4;2;19;2;15;0
2;261;2028587609183366566;1;9187;5;1;True;295;0;2;2;True;0.0;2017;4;2;19;2;17;0
6;261;3314115670795793867;7;9185;5;6;False;257;21;3;3;False;0.0;2017;4;2;19;2;17;0
6;261;2979863000699384044;1;9197;5;6;False;56;48;2;2;True;0.0;2017;4;2;19;2;22;0
7;261;9198853656288680411;1;9203;5;9;False;259;70;1;1;True;0.0;2017;4;2;19;2;5;0
2;261;1549999830122399767;1;9189;5;9;False;295;0;1;1;True;0.0;2017;4;2;19;2;18;0
4;261;537605196605238392;1;9192;5;9;False;295;23;1;1;True;0.0;2017;4;2;19;2;19;0
4;261;7877039778064211316;8;9181;18;6;False;295;23;1;1;False;0.0;2017;4;2;19;2;12;0
2;261;689471278029356484;1;9191;5;6;False;260;0;1;1;True;0.0;2017;4;2;19;2;19;0
4;261;3978541265539797990;1;9180;5;1;True;295;23;1;1;True;0.0;2017;4;2;19;2;12;0
4;261;6806655676714949733;3;9201;5;1;True;295;23;1;1;False;0.0;2017;4;2;19;2;3;0
4;305;1780164102560353072;1;10530;18;6;False;295;23;1;1;True;0.0;2017;6;2;2;4;7;0
4;305;1776798284364935329;1;10562;5;1;True;112;23;1;1;True;0.0;2017;6;2;2;4;6;0
4;305;67015781358292322;1;10535;8;9;False;5;23;1;1;True;0.0;2017;6;2;2;4;10;0
4;305;5183319807003941716;1;10539;8;9;False;295;23;1;1;True;0.0;2017;6;2;2;4;14;0
4;305;574532869120704768;1;10538;5;6;False;295;23;1;1;True;0.0;2017;6;2;2;4;13;0
4;305;1780164102560353072;2;10532;18;6;False;295;23;1;1;False;0.0;2017;6;2;2;4;8;0
6;305;5806569454638576931;2;10560;5;6;False;231;2;1;1;False;0.0;2017;6;2;2;4;3;0
4;305;5984272526569494430;2;10540;18;11;True;295;74;1;1;False;0.0;2017;6;2;2;4;14;0
4;305;3287856751559916725;2;10556;5;1;True;295;23;1;1;False;0.0;2017;6;2;2;4;0;0
6;305;4539733978700997653;1;10531;5;6;False;295;8;1;1;True;0.0;2017;6;2;2;4;7;0
2;305;7205910408316561526;1;10542;5;5;False;48;0;1;1;True;0.0;2017;6;2;2;4;15;0
4;305;6145321303365591358;1;10555;5;1;True;230;23;1;1;True;0.0;2017;6;2;2;4;22;0
4;305;785197383448189439;1;10534;5;9;False;295;23;1;1;True;0.0;2017;6;2;2;4;10;0
4;305;1558938186373934914;1;10554;18;11;True;295;23;1;1;True;0.0;2017;6;2;2;4;22;0
4;305;4302978892858940050;1;10552;18;11;True;78;23;1;1;True;0.0;2017;6;2;2;4;20;0
6;305;9257130716822808381;5;10553;5;9;False;295;67;2;2;False;0.0;2017;6;2;2;4;21;0
2;305;5149280117953859489;1;10533;5;6;False;283;0;2;2;True;0.0;2017;6;2;2;4;9;0
4;305;924770548995901259;2;10546;18;6;False;227;23;2;2;False;0.0;2017;6;2;2;4;16;0
4;305;3287856751559916725;1;10551;5;1;True;295;23;2;2;True;0.0;2017;6;2;2;4;19;0
4;305;70257073308766849;1;10544;5;9;False;295;23;2;2;True;0.0;2017;6;2;2;4;16;0
4;305;9823718505643092495;1;10558;5;9;False;295;23;3;2;True;0.0;2017;6;2;2;4;2;0
6;305;5888943585002348276;1;10557;5;6;False;172;48;4;4;True;0.0;2017;6;2;2;4;0;0
2;305;1849296749677350469;1;10563;5;1;True;78;0;4;4;True;0.0;2017;6;2;2;4;6;0
4;305;7663390702690977236;1;10547;5;9;False;295;23;4;4;True;0.0;2017;6;2;2;4;17;0
2;305;9748197746765254389;2;10543;5;9;False;295;0;5;5;False;0.0;2017;6;2;2;4;15;0
4;305;5984272526569494430;1;10537;18;11;True;295;74;5;4;True;0.0;2017;6;2;2;4;11;0
5;305;754010665358311958;1;10545;5;9;False;284;23;6;6;True;0.0;2017;6;2;2;4;16;0
2;305;8008069298156046349;1;10561;18;6;False;0;0;10;10;True;0.0;2017;6;2;2;4;5;0
6;305;6114790960163035905;1;10536;5;6;False;295;48;12;9;True;0.0;2017;6;2;2;4;11;0
4;305;924770548995901259;3;10559;18;6;False;227;23;13;13;False;0.0;2017;6;2;2;4;2;0
4;305;7256651340144904184;2;10548;5;6;False;229;23;25;22;False;53.97;2017;6;2;2;4;17;1
4;305;924770548995901259;1;10541;18;6;False;227;23;26;23;True;0.0;2017;6;2;2;4;15;0
4;305;7614754259965350887;6;10550;5;6;False;295;23;27;21;False;0.0;2017;6;2;2;4;18;0
2;305;9253532065649541246;1;10549;18;11;True;295;0;2;1;True;0.0;2017;6;2;2;4;18;0
4;204;4567267991067070955;1;7322;5;9;False;295;23;1;1;True;0.0;2017;2;1;21;1;17;0
4;204;3463026358294318133;1;7324;5;9;False;8;23;1;1;True;0.0;2017;2;1;21;1;18;0
2;204;2012064999540371202;1;7315;5;1;True;0;0;1;1;True;0.0;2017;2;1;21;1;13;0
4;204;2723110245585933658;1;7334;5;9;False;295;23;1;1;True;0.0;2017;2;1;21;1;23;0
5;204;394190690180964248;1;7313;5;1;True;295;23;1;1;True;0.0;2017;2;1;21;1;13;0
6;204;4874561366153204640;2;7338;5;9;False;295;47;1;1;False;0.0;2017;2;1;21;1;0;0
4;204;7733417311861315210;1;7337;5;11;True;284;23;1;1;True;0.0;2017;2;1;21;1;0;0
6;204;8450480972436931877;1;7340;5;9;False;295;26;1;1;True;0.0;2017;2;1;21;1;1;0
4;204;353381888660965344;1;7346;5;9;False;295;23;1;1;True;0.0;2017;2;1;21;1;6;0
6;204;1473382883239946836;1;7312;5;3;False;147;48;1;1;True;0.0;2017;2;1;21;1;13;0
2;204;1107473535308364457;2;7317;5;1;True;295;0;1;1;False;0.0;2017;2;1;21;1;14;0
4;204;2115380747636070898;1;7323;18;6;False;236;23;1;1;True;0.0;2017;2;1;21;1;18;0
4;204;4479090428599000091;1;7319;5;9;False;295;23;1;1;True;0.0;2017;2;1;21;1;15;0
4;204;2068390155980839879;1;7309;5;9;False;295;23;1;1;True;0.0;2017;2;1;21;1;11;0
4;204;5186431163755252583;1;7328;5;9;False;295;23;1;1;True;0.0;2017;2;1;21;1;20;0
4;204;362251123303433050;1;7311;5;9;False;295;23;1;1;True;0.0;2017;2;1;21;1;12;0
4;204;730553811322560074;1;7308;5;9;False;283;23;2;2;True;0.0;2017;2;1;21;1;10;0
6;204;841609213531270538;3;7339;5;6;False;257;48;2;2;False;0.0;2017;2;1;21;1;0;0
2;204;7401528512945901063;1;7307;5;1;True;295;0;2;2;True;0.0;2017;2;1;21;1;8;0
6;204;7111876890031113865;3;7321;5;6;False;182;48;2;2;False;0.0;2017;2;1;21;1;16;0
6;204;3516848640845073761;1;7341;5;3;False;147;72;3;3;True;0.0;2017;2;1;21;1;2;0
4;204;2622647486512552507;1;7343;8;9;False;295;23;3;3;True;0.0;2017;2;1;21;1;4;0
6;204;9934092482905638391;6;7333;5;6;False;172;48;3;3;False;0.0;2017;2;1;21;1;23;0
2;204;4254998961612198991;1;7335;5;5;False;295;0;3;3;True;0.0;2017;2;1;21;1;23;0
6;204;8309676629592822673;5;7331;5;6;False;245;50;3;3;False;0.0;2017;2;1;21;1;21;0
2;204;3921535858091068298;2;7329;5;3;False;295;0;3;3;False;0.0;2017;2;1;21;1;21;0
2;204;3921535858091068298;1;7326;5;3;False;295;0;3;3;True;0.0;2017;2;1;21;1;20;0
2;204;6259745158238347235;2;7314;5;5;False;295;0;3;3;False;0.0;2017;2;1;21;1;13;0
4;204;94024465151480107;11;7342;5;6;False;295;23;4;4;False;0.0;2017;2;1;21;1;4;0
2;204;7864455652031054540;1;7347;20;1;True;295;0;4;3;True;0.0;2017;2;1;21;1;6;0
4;204;1068208081949327192;1;7332;18;6;False;271;23;7;7;True;0.0;2017;2;1;21;1;23;0
6;204;7111876890031113865;2;7320;5;6;False;182;48;11;11;False;0.0;2017;2;1;21;1;15;0
4;204;1424951263791099777;1;7316;5;9;False;295;23;12;12;True;0.0;2017;2;1;21;1;14;0
4;204;7782841623562796635;1;7330;5;6;False;295;23;12;10;True;0.0;2017;2;1;21;1;21;0
4;204;4874561366153204640;1;7336;5;9;False;295;23;27;24;True;0.0;2017;2;1;21;1;0;0
2;204;5215160337549169616;1;7327;5;9;False;182;0;54;48;True;0.0;2017;2;1;21;1;20;0
7;204;290140039272511962;1;7310;6;9;False;295;75;1;1;True;0.0;2017;2;1;21;1;12;0
7;204;5738193590141310451;1;7325;5;6;False;295;75;1;1;True;0.0;2017;2;1;21;1;19;0
7;204;5562610446553169880;1;7345;18;11;True;295;75;1;1;True;0.0;2017;2;1;21;1;6;0
7;204;1785230878072618908;1;7318;5;6;False;182;34;1;1;True;0.0;2017;2;1;21;1;14;0
7;204;915099402136150662;1;7344;5;9;False;295;75;3;3;True;0.0;2017;2;1;21;1;5;0
4;299;3870446380609752409;1;10342;18;11;True;295;23;8;8;True;0.0;2017;5;2;27;5;18;0
2;299;8064483167971442673;2;10328;5;1;True;295;0;3;3;False;0.0;2017;5;2;27;5;8;0
6;299;3987514623051461122;1;10354;5;5;False;230;48;6;5;True;0.0;2017;5;2;27;5;5;0
2;299;83835699196677306;1;10349;5;1;True;295;0;6;6;True;0.0;2017;5;2;27;5;0;0
4;299;3589676951154484116;1;10350;5;9;False;295;23;9;7;True;0.0;2017;5;2;27;5;0;0
4;299;7614754259965350887;1;10331;5;6;False;295;23;10;9;True;0.0;2017;5;2;27;5;13;0
6;299;2661024962781709811;2;10343;5;6;False;257;48;12;10;False;0.0;2017;5;2;27;5;18;0
2;299;2260221890777803592;1;10352;5;1;True;295;0;15;12;True;0.0;2017;5;2;27;5;2;0
6;299;1617089545460166924;1;10329;5;6;False;83;48;16;14;True;0.0;2017;5;2;27;5;11;0
4;299;7614754259965350887;2;10338;5;6;False;295;23;18;9;False;0.0;2017;5;2;27;5;16;0
5;299;606757660612749392;1;10336;5;1;True;295;23;26;23;True;0.0;2017;5;2;27;5;14;0
6;299;9890182105631590481;5;10341;5;3;False;14;48;43;28;False;267.2;2017;5;2;27;5;18;1
4;299;6577912601088729304;1;10335;5;9;False;295;23;1;1;True;0.0;2017;5;2;27;5;13;0
2;299;838950685762730334;1;10337;5;1;True;0;0;1;1;True;0.0;2017;5;2;27;5;15;0
4;299;1655987630389734910;1;10332;5;5;False;295;23;1;1;True;0.0;2017;5;2;27;5;13;0
2;299;2978675775719189461;1;10330;8;9;False;295;0;1;1;True;0.0;2017;5;2;27;5;12;0
6;299;6541057537619871282;1;10346;5;9;False;152;5;1;1;True;0.0;2017;5;2;27;5;20;0
2;299;6452878519483604460;1;10339;5;11;True;295;0;1;1;True;0.0;2017;5;2;27;5;17;0
4;299;4901166763635326488;1;10351;16;0;True;295;23;2;2;True;0.0;2017;5;2;27;5;0;0
4;299;4635282231720113529;1;10340;18;6;False;257;23;2;2;True;0.0;2017;5;2;27;5;17;0
4;299;7279924763828149591;1;10353;5;9;False;271;23;1;1;True;0.0;2017;5;2;27;5;3;0
2;299;2576960803024290897;1;10333;5;1;True;295;0;1;1;True;0.0;2017;5;2;27;5;13;0
4;299;2232158523441963207;1;10347;18;11;True;295;23;1;1;True;0.0;2017;5;2;27;5;21;0
6;299;4207156506759716675;6;10348;5;5;False;257;48;1;1;False;0.0;2017;5;2;27;5;22;0
4;299;2576960803024290897;2;10334;5;1;True;295;23;1;1;False;0.0;2017;5;2;27;5;13;0
4;299;6655507244504709522;1;10344;5;9;False;295;23;1;1;True;0.0;2017;5;2;27;5;19;0
4;299;7614754259965350887;3;10345;5;6;False;295;23;1;1;False;0.0;2017;5;2;27;5;20;0
2;299;3413389794233973743;1;10327;5;1;True;57;0;3;2;True;0.0;2017;5;2;27;5;7;0
4;331;4832637279715149601;1;11217;5;9;False;295;23;1;1;True;0.0;2017;6;2;28;2;9;0
6;331;984719598249363928;12;11232;5;6;False;295;5;1;1;False;0.0;2017;6;2;28;2;16;0
4;331;4956652458548563642;1;11245;5;9;False;295;23;1;1;True;0.0;2017;6;2;28;2;0;0
4;331;1129181119157722185;1;11224;15;9;False;295;23;1;1;True;0.0;2017;6;2;28;2;15;0
2;331;7663550154854534911;2;11220;5;11;True;230;0;1;1;False;0.0;2017;6;2;28;2;13;0
5;331;3422827495828188480;1;11248;5;6;False;295;23;1;1;True;0.0;2017;6;2;28;2;2;0
4;331;8636169997501268971;1;11222;8;9;False;295;23;1;1;True;0.0;2017;6;2;28;2;14;0
5;331;4830903266408605078;1;11239;5;1;True;295;23;1;1;True;0.0;2017;6;2;28;2;20;0
2;331;7053760850731460997;2;11216;5;6;False;0;0;1;1;False;0.0;2017;6;2;28;2;8;0
4;331;8470337783988039860;3;11223;5;6;False;295;23;1;1;False;0.0;2017;6;2;28;2;14;0
2;331;5406236253270693125;1;11255;5;6;False;112;0;1;1;True;0.0;2017;6;2;28;2;5;0
4;331;7637945393648757001;1;11218;5;9;False;295;23;1;1;True;0.0;2017;6;2;28;2;10;0
6;331;4317062290347788104;1;11228;5;9;False;295;5;1;1;True;0.0;2017;6;2;28;2;16;0
4;331;7185453079383287;1;11227;8;5;False;295;23;1;1;True;0.0;2017;6;2;28;2;15;0
4;331;845859494363722812;1;11236;5;9;False;295;23;1;1;True;0.0;2017;6;2;28;2;18;0
4;331;1609807004508664214;1;11246;15;1;True;295;23;1;1;True;0.0;2017;6;2;28;2;0;0
4;331;959113583517037613;1;11230;7;9;False;295;23;1;1;True;0.0;2017;6;2;28;2;16;0
4;331;8695275361502837503;1;11226;20;1;True;147;23;1;1;True;0.0;2017;6;2;28;2;15;0
4;331;8288374166907060330;1;11250;5;1;True;59;23;1;1;True;0.0;2017;6;2;28;2;2;0
4;331;8972733500160611523;1;11221;18;11;True;166;23;1;1;True;0.0;2017;6;2;28;2;13;0
6;331;6423669617845731307;4;11225;5;6;False;182;48;1;1;False;0.0;2017;6;2;28;2;15;0
4;331;11836173327797008;1;11231;5;3;False;295;23;1;1;True;0.0;2017;6;2;28;2;16;0
4;331;9017862983775332774;1;11254;5;9;False;250;23;2;2;True;0.0;2017;6;2;28;2;4;0
4;331;4650232456558617240;1;11249;5;6;False;110;23;2;2;True;0.0;2017;6;2;28;2;2;0
6;331;879102731568232621;1;11215;5;5;False;294;48;2;2;True;0.0;2017;6;2;28;2;8;0
4;331;8470337783988039860;2;11219;5;6;False;295;23;2;1;False;0.0;2017;6;2;28;2;12;0
2;331;3298955138414922531;1;11240;5;1;True;172;0;2;2;True;0.0;2017;6;2;28;2;21;0
4;331;7147318445264788687;1;11229;5;9;False;43;23;3;3;True;0.0;2017;6;2;28;2;16;0
4;331;7846775677341686171;1;11214;5;9;False;259;23;3;3;True;0.0;2017;6;2;28;2;7;0
4;331;227625721519596912;1;11234;5;1;True;147;23;3;3;True;0.0;2017;6;2;28;2;17;0
4;331;4971524501330119798;1;11238;5;6;False;295;23;4;4;True;0.0;2017;6;2;28;2;19;0
2;331;8040184814158736931;1;11244;9;9;False;295;0;4;4;True;0.0;2017;6;2;28;2;23;0
6;331;282088249116900842;2;11233;5;6;False;148;67;5;5;False;0.0;2017;6;2;28;2;17;0
4;331;8781192574391767448;2;11235;18;11;True;257;74;8;6;False;0.0;2017;6;2;28;2;17;0
2;331;8040184814158736931;2;11251;9;9;False;295;0;8;5;False;0.0;2017;6;2;28;2;3;0
4;331;7989862203026600576;1;11253;18;11;True;229;23;13;5;True;0.0;2017;6;2;28;2;4;0
6;331;1829815999106529707;1;11243;5;9;False;172;48;16;5;True;0.0;2017;6;2;28;2;23;0
6;331;6423669617845731307;5;11241;5;6;False;182;48;16;10;False;0.0;2017;6;2;28;2;21;0
4;331;582129409932854437;1;11247;5;9;False;182;23;29;26;True;18.99;2017;6;2;28;2;1;1
6;331;4143932736586919766;4;11252;5;6;False;257;48;49;35;False;0.0;2017;6;2;28;2;3;0
7;331;8964722656786016597;1;11237;5;9;False;295;75;1;1;True;0.0;2017;6;2;28;2;19;0
7;331;341695409018033490;1;11242;5;9;False;295;75;1;1;True;0.0;2017;6;2;28;2;22;0
4;55;1332255861866780765;1;1787;5;1;True;109;23;3;3;True;0.0;2016;9;3;25;6;0;0
6;55;5310912563447452038;11;1761;5;5;False;172;48;6;6;False;0.0;2016;9;3;25;6;7;0
6;55;9670177768759984115;1;1773;5;6;False;295;28;6;4;True;0.0;2016;9;3;25;6;18;0
5;55;3816728133270417742;2;1784;5;6;False;257;23;11;11;False;0.0;2016;9;3;25;6;22;0
4;55;634809971349181384;2;1768;5;1;True;59;23;29;23;False;17.98;2016;9;3;25;6;17;1
4;55;2578189018586746969;1;1780;5;9;False;295;23;36;27;True;0.0;2016;9;3;25;6;22;0
2;55;6928928150843401666;2;1763;5;9;False;295;0;88;61;False;8.48;2016;9;3;25;6;13;1
4;55;3816728133270417742;1;1783;5;6;False;257;23;1;1;True;0.0;2016;9;3;25;6;22;0
4;55;939502675540971213;1;1790;5;9;False;106;23;1;1;True;0.0;2016;9;3;25;6;4;0
4;55;44872415837178930;1;1782;18;11;True;61;23;1;1;True;0.0;2016;9;3;25;6;22;0
7;55;2423050401938845858;1;1779;18;6;False;295;75;1;1;True;0.0;2016;9;3;25;6;21;0
7;55;9447452854372029158;1;1781;18;6;False;295;75;1;1;True;0.0;2016;9;3;25;6;22;0
7;55;2436509110609842649;1;1777;16;0;True;295;75;1;1;True;0.0;2016;9;3;25;6;19;0
7;55;209925494560731875;1;1766;5;9;False;109;75;1;1;True;0.0;2016;9;3;25;6;15;0
7;55;4548083748128191083;2;1767;5;1;True;295;75;1;1;False;0.0;2016;9;3;25;6;16;0
7;55;4548083748128191083;1;1764;5;1;True;295;75;1;1;True;0.0;2016;9;3;25;6;14;0
7;55;5706521914151458143;1;1769;18;6;False;109;75;1;1;True;0.0;2016;9;3;25;6;17;0
7;55;4548083748128191083;3;1785;5;1;True;295;75;1;1;False;0.0;2016;9;3;25;6;22;0
7;55;8779481025853846098;6;1770;5;9;False;295;19;1;1;False;0.0;2016;9;3;25;6;17;0
4;55;8676629414645993291;1;1771;5;9;False;136;23;2;2;True;0.0;2016;9;3;25;6;17;0
4;55;1202952958909365332;2;1776;18;6;False;295;23;2;1;False;0.0;2016;9;3;25;6;19;0
4;55;1202952958909365332;1;1774;18;6;False;295;23;3;3;True;0.0;2016;9;3;25;6;18;0
7;55;403868198272008381;1;1788;18;6;False;295;75;2;2;True;0.0;2016;9;3;25;6;1;0
7;55;260135704943708773;1;1778;5;9;False;295;75;2;2;True;0.0;2016;9;3;25;6;19;0
7;55;1103946690270731766;1;1791;18;6;False;295;75;2;2;True;0.0;2016;9;3;25;6;6;0
7;55;4845607231369165191;1;1772;18;6;False;295;75;1;1;True;0.0;2016;9;3;25;6;17;0
7;55;104388030003307182;1;1762;18;6;False;295;75;1;1;True;0.0;2016;9;3;25;6;9;0
7;55;3951980849723864752;1;1786;18;6;False;295;75;1;1;True;0.0;2016;9;3;25;6;23;0
7;55;3295595348953040569;1;1789;5;9;False;295;75;1;1;True;0.0;2016;9;3;25;6;3;0
7;55;6161519449864968436;1;1765;5;1;True;295;75;1;1;True;0.0;2016;9;3;25;6;15;0
7;55;192564478714439976;1;1775;18;6;False;295;75;2;2;True;0.0;2016;9;3;25;6;19;0
4;64;923510703002410010;1;2022;5;6;False;110;23;1;1;True;0.0;2016;10;4;4;1;8;0
4;64;3033753464097676563;1;2037;5;6;False;156;23;1;1;True;0.0;2016;10;4;4;1;16;0
5;64;1070003765598234828;1;2075;5;5;False;0;23;1;1;True;0.0;2016;10;4;4;1;1;0
4;64;2625012015732533352;1;2044;9;9;False;147;23;1;1;True;0.0;2016;10;4;4;1;17;0
4;64;9058216935469429536;1;2042;5;9;False;278;23;1;1;True;0.0;2016;10;4;4;1;17;0
4;64;8921470278191518972;2;2032;5;9;False;295;23;1;1;False;0.0;2016;10;4;4;1;14;0
4;64;7907889431020145927;1;2038;18;11;True;116;23;1;1;True;0.0;2016;10;4;4;1;16;0
4;64;6986660803328566669;1;2089;5;9;False;41;23;1;1;True;0.0;2016;10;4;4;1;6;0
6;64;1851902603039324120;2;2065;5;6;False;172;67;1;1;False;0.0;2016;10;4;4;1;21;0
2;64;5513908581663130210;1;2043;5;9;False;252;0;1;1;True;0.0;2016;10;4;4;1;17;0
2;64;9470743333426008220;1;2080;5;6;False;295;0;1;1;True;0.0;2016;10;4;4;1;2;0
2;64;635480248553514861;1;2030;5;9;False;225;0;1;1;True;0.0;2016;10;4;4;1;14;0
4;64;749508035104874095;2;2085;5;1;True;295;23;1;1;False;0.0;2016;10;4;4;1;4;0
4;64;9797963983641385399;1;2059;5;1;True;295;23;1;1;True;0.0;2016;10;4;4;1;20;0
4;64;5400673732426511835;5;2062;5;6;False;295;23;1;1;False;0.0;2016;10;4;4;1;21;0
4;64;2108070248694556393;1;2050;5;9;False;295;23;1;1;True;0.0;2016;10;4;4;1;18;0
4;64;2935452375882096308;1;2041;5;6;False;230;23;1;1;True;0.0;2016;10;4;4;1;17;0
4;64;8852146066480009941;1;2064;5;9;False;295;23;1;1;True;0.0;2016;10;4;4;1;21;0
4;64;898288420319034595;1;2040;5;9;False;182;23;1;1;True;0.0;2016;10;4;4;1;16;0
4;64;4847440903665367015;1;2024;5;3;False;295;23;1;1;True;0.0;2016;10;4;4;1;11;0
6;64;4071025328726271357;2;2074;5;6;False;172;48;1;1;False;0.0;2016;10;4;4;1;1;0
6;64;2950181985573101314;1;2054;5;5;False;182;48;1;1;True;0.0;2016;10;4;4;1;19;0
4;64;6086022670657678641;1;2049;5;9;False;0;23;2;2;True;0.0;2016;10;4;4;1;18;0
4;64;5097054562677195750;1;2070;5;9;False;295;23;2;2;True;0.0;2016;10;4;4;1;23;0
2;64;6156143782799582423;1;2087;5;9;False;246;0;2;2;True;0.0;2016;10;4;4;1;5;0
2;64;2435483610128229184;1;2079;5;3;False;172;0;2;2;True;0.0;2016;10;4;4;1;2;0
2;64;8502161621009416011;1;2053;5;5;False;34;0;2;2;True;0.0;2016;10;4;4;1;19;0
2;64;2796876843002541983;1;2069;5;5;False;172;0;2;2;True;0.0;2016;10;4;4;1;22;0
6;64;1007323245037905971;4;2051;5;5;False;182;48;2;2;False;0.0;2016;10;4;4;1;18;0
6;64;3412799848105679321;1;2046;5;6;False;172;48;2;2;True;0.0;2016;10;4;4;1;17;0
4;64;3282443790781710383;1;2072;5;9;False;295;23;3;3;True;0.0;2016;10;4;4;1;0;0
6;64;426476356515326266;2;2055;5;5;False;172;48;3;3;False;0.0;2016;10;4;4;1;20;0
